genome,Kingdom,Phylum,Class,Order,Family,Genus,Species
GCF_000730605.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E monteilii
GCF_021278965.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium capnotolerans
GCF_018128245.1,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,JABCPH02,JABCPH02 sp013333235
GCA_916710115.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Bergeyella_A,Bergeyella_A sp916710115
GCF_000213555.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,Dysgonomonas gadei
GCA_016025055.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium indologenes
GCF_004167605.1,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia sp004167605
GCF_000160875.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus iners
GCF_010731115.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium phocaicum
GCA_003243515.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium kroppenstedtii_B
GCF_000307225.1,Bacteria,Bacillota_A,Clostridia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus vaginalis_B
GCA_002319965.1,Bacteria,Bacillota_C,Negativicutes,Veillonellales,Megasphaeraceae,Megasphaera,Megasphaera sp002319965
GCA_910589175.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp910589175
GCF_000722695.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis_O
GCF_000321025.1,Bacteria,Bacillota_A,Clostridia,Tissierellales,Peptoniphilaceae,Peptoniphilus_A,Peptoniphilus_A senegalensis
GCF_000758885.1,Bacteria,Bacillota_A,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Peptostreptococcus,Peptostreptococcus sp000758885
GCF_900155575.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinotignum,Actinotignum timonense
GCF_000724605.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinotignum,Actinotignum schaalii
GCF_001293125.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Lawsonella,Lawsonella clevelandensis
GCF_900447535.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Dermatophilaceae,Dermacoccus,Dermacoccus nishinomiyaensis
GCF_000296445.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Slackia_A,Slackia_A piriformis
GCF_015234305.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Superficieibacter,Superficieibacter sp900766525
GCF_007681555.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Micrococcaceae,Kocuria,Kocuria salsicia
GCF_023712425.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Micrococcaceae,Rothia,Rothia sp002418375
GCA_004553625.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Scatomorpha,Scatomorpha merdavium
GCA_018714285.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Caccomorpha,Caccomorpha excrementavium
GCF_003667225.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Micrococcaceae,Kocuria,Kocuria rhizophila
GCF_000956405.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Microbacteriaceae,Microbacterium,Microbacterium oxydans_C
GCA_900539655.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Robinsoniella,Robinsoniella sp900539655
GCA_900542165.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella sp900542165
GCF_020641055.1,Bacteria,Bacillota_A,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Clostridioides,Clostridioides sp020641055
GCA_019421345.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia sp019421345
GCF_006711645.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella electrica
GCF_001224225.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus borealis
GCF_000236925.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus argenteus
GCF_001074635.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis_E
GCA_001618085.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,Neisseria flavescens_C
GCA_900550195.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella sp900550195
GCF_000248075.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Gordonia,Gordonia otitidis
GCA_018372435.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Anaerosporobacter,Anaerosporobacter sp018372435
GCF_001553265.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp001553265
GCF_023023105.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae_I
GCA_004138405.1,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Nanosyncoccaceae,Nanosyncoccus,Nanosyncoccus nanoralicus
GCF_002913745.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_A,Campylobacter_A concisus_R
GCF_001886265.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus_B,Enterococcus_B thailandicus
GCF_005221385.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium tomkonis
GCA_900557505.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella sp900557505
GCF_019754945.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium pseudokroppenstedtii
GCA_023441725.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella sp023441725
GCA_003248455.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas sp003248455
GCF_013390595.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium sp005938205
GCA_943908365.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium sp943908365
GCF_002902285.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus simulans
GCF_005877905.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas nicosulfuronedens
GCF_007830445.1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium siyangense
GCF_003627155.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus gwangjuense
GCF_900103175.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Tsukamurella,Tsukamurella pulmonis
GCF_013488205.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Empedobacter,Empedobacter falsenii_A
GCF_024584435.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Actinomycetaceae,Pauljensenia,Pauljensenia sp000185285
GCA_900450455.1,Bacteria,Bacillota_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,Eubacterium_B,Eubacterium_B infirmum
GCA_018365995.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Butyricicoccaceae,Butyricicoccus,Butyricicoccus pullicaecorum_B
GCF_001299635.1,Bacteria,Bacillota_A,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile_A
GCF_000147675.1,Bacteria,Bacillota_A,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Peptostreptococcus,Peptostreptococcus stomatis
GCF_001070815.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pseudopneumoniae_P
GCF_008364245.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia nevei
GCA_900539715.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Eisenbergiella,Eisenbergiella sp900539715
GCA_905197585.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella sp905197585
GCF_000760595.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter soli
GCF_900120295.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia sp900120295
GCA_019419895.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,JAHZIE01,JAHZIE01 sp019419895
GCF_002025705.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E putida_J
GCF_022288805.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium sp022288805
GCF_001586215.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium simulans
GCF_000314795.2,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp000314795
GCF_000759795.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pseudescherichia,Pseudescherichia vulneris
GCF_000222785.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis_N
GCA_905221085.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp905221085
GCF_001436305.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus ultunensis
GCF_007673095.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium sp002363255
GCF_002953215.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Mixta,Mixta calida
GCF_000467105.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E alcaligenes
GCF_002091675.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_B,Pseudomonas_B luteola
GCF_020089495.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp020089495
GCF_002138415.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia_G
GCF_019916025.1,Bacteria,Bacillota_A,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Paraclostridium,Paraclostridium bifermentans
GCF_000257905.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis_L
GCA_000410515.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,Kosakonia sp000410515
GCF_900186975.1,Bacteria,Actinomycetota,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium granulosum
GCA_018371055.1,Bacteria,Bacillota_A,Clostridia,Tissierellales,Peptoniphilaceae,Finegoldia,Finegoldia magna_I
GCF_002902725.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus caprae
GCF_014202695.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,Oribacterium sinus
GCF_002096925.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis_AF
GCA_900545825.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Actinomycetaceae,Nanchangia,Nanchangia sp900545825
GCA_927911745.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Gemellaceae,Gemella,Gemella sp927911745
GCA_905221165.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp905221165
GCF_023517775.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Mixta,Mixta sp023517775
GCF_001598475.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,Pantoea agglomerans
GCF_013523125.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E entomophila_B
GCF_900021175.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter_A,Enterobacter_A timonensis
GCF_900187125.1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium mizutaii
GCF_001436455.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus jensenii
GCF_902460875.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_A,Campylobacter_A concisus_AA
GCF_019957155.1,Bacteria,Bacillota_A,Clostridia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus murdochii
GCF_004340975.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Frisingicoccus,Frisingicoccus caecimuris
GCA_018366495.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,JAGZHZ01,JAGZHZ01 sp018366495
GCF_900636385.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus warneri
GCF_000380065.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus massiliensis
GCA_944379995.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Anaerotignaceae,Fimicola,Fimicola sp944379995
GCF_002900365.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia marmotae
GCA_000182945.1,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium vincentii
GCF_015550595.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides sp900540715
GCF_015668515.1,Bacteria,Bacillota_A,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Paraclostridium,Paraclostridium tenue
GCF_003048775.2,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_A,Campylobacter_A concisus_I
GCA_000431315.1,Bacteria,Cyanobacteriota,Vampirovibrionia,Gastranaerophilales,Gastranaerophilaceae,Scatousia,Scatousia sp000431315
GCA_002320035.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Limivicinus,Limivicinus sp002320035
GCA_900549475.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Pelethomonas,Pelethomonas sp900549475
GCA_905372875.1,Bacteria,Bacillota_C,Negativicutes,Selenomonadales,Selenomonadaceae,CAJPQU01,CAJPQU01 sp905372875
GCA_019423755.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Negativibacillus,Negativibacillus sp019423755
GCF_001487105.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter massiliensis
GCA_900757145.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Choladousia,Choladousia sp900757145
GCA_900104565.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Marseille-P2935,Marseille-P2935 sp900104565
GCA_900105895.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,Atopobium minutum
GCA_900550345.1,Bacteria,Bacillota_A,Clostridia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus sp900550345
GCA_934201655.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp934201655
GCF_003943935.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis_BK
GCF_003472385.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A,Duodenibacillus,Duodenibacillus intestinigallinarum
GCA_905215815.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella sp905215815
GCA_900541505.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter sp900541505
GCF_000188055.2,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus urinalis
GCF_017811815.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Flavonifractor,Flavonifractor sp017811815
GCA_003833075.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-485,CAG-485 sp002362485
GCF_000422625.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Adlercreutzia,Adlercreutzia mucosicola
GCA_910587675.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp910587675
GCF_008831045.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Adlercreutzia,Adlercreutzia muris
GCF_000403355.2,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Adlercreutzia,Adlercreutzia caecimuris
GCA_910575545.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,UBA7173,UBA7173 sp013316675
GCA_023437715.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora sp023437715
GCA_910575165.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,D16-34,D16-34 sp910575165
GCF_000771405.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pullorum
GCA_905200905.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia sp900753905
GCA_900540995.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella sp900540995
GCF_019041915.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella sp019041915
GCA_000438175.1,Bacteria,Cyanobacteriota,Vampirovibrionia,Gastranaerophilales,Gastranaerophilaceae,Stercorousia,Stercorousia faecigallinarum
GCA_900544655.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Parolsenella,Parolsenella sp900544655
GCA_900553245.1,Bacteria,Bacillota_B,Peptococcia,Peptococcales,Peptococcaceae,UMGS1590,UMGS1590 sp900553245
GCA_910588425.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,Christensenellaceae,QANA01,QANA01 sp910588425
GCA_900544275.1,Bacteria,Bacillota_C,Negativicutes,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,Succiniclasticum sp900544275
GCF_012922555.1,Bacteria,Bacillota_A,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Paraclostridium,Paraclostridium dentum
GCF_900119895.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella phocaeensis
GCF_002161065.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum faecale
GCA_905221125.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp905221125
GCA_018365455.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Robinsoniella,Robinsoniella sp900555455
GCF_000466745.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_A,Campylobacter_A concisus_B
GCF_000313615.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_A,Campylobacter_A showae_A
GCF_001435775.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus ingluviei
GCA_902363125.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella sp902363125
GCA_003150405.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,QAMM01,QAMM01 sp003150405
GCF_007095465.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus mulieris
GCA_900553655.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Slackia_A,Slackia_A sp900553655
GCA_905186105.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A,Sutterella,Sutterella sp905186105
GCA_900552095.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Egerieimonas,Egerieimonas sp900552095
GCF_000384195.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,Allobaculum stercoricanis
GCA_900555495.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Slackia_A,Slackia_A sp900555495
GCF_000194945.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sanguinis
GCF_016899755.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A,Sutterella,Sutterella massiliensis
GCA_021771035.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,CALXEM01,CALXEM01 sp021771035
GCA_018712265.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,Gallacutalibacter,Gallacutalibacter pullicola
GCF_009696325.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella sp002391315
GCA_902461025.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp902461025
GCA_022770135.1,Bacteria,Bacillota_A,Clostridia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus sp022770135
